run	render_time_s	frames	fps_effective	peak_mem_mb	status	description
1	19.690	600	30.47	40.7	keep	baseline
2	17.981	600	33.37	40.8	keep	raw cdp evaluate
3	18.054	600	33.23	41.6	keep	raw cdp evaluate
4	18.413	600	32.59	38.1	keep	raw cdp evaluate
