run	render_time_s	frames	fps_effective	peak_mem_mb	status	description
1	34.854	150	4.30	40.4	keep	baseline
2	0.000	0	0.00	0.0	crash	Eliminate Closure Allocation in DomStrategy.capture (Invalid array length in captureLoop)
