1	33.447	150	4.48	37.9	keep	Removed --disable-gpu-compositing
2	32.753	150	4.57	37.9	keep	Removed --disable-gpu-compositing
3	32.595	150	4.60	37.9	keep	Removed --disable-gpu-compositing
