run	render_time_s	frames	fps_effective	peak_mem_mb	status	description
1	3.811	150	39.36	4.3	keep	cdptime driver instead of seektime driver
2	3.735	150	40.16	4.4	keep	cdptime driver instead of seektime driver
3	3.728	150	40.23	4.4	keep	cdptime driver instead of seektime driver
