run	render_time_s	frames	fps_effective	peak_mem_mb	status	description
1	45.881	600	13.08	35.6	discard	baseline
2	45.962	600	13.05	39.9	discard	baseline
3	45.897	600	13.07	35.4	discard	baseline
4	45.943	600	13.06	40.8	discard	inline multiFrameEvaluateParams
5	45.762	600	13.11	36.3	discard	inline multiFrameEvaluateParams
6	46.044	600	13.03	35.0	discard	inline multiFrameEvaluateParams
