1	4.225	150	35.50	62.7	discard	PERF-631: Inline CdpTimeDriver setTime allocation
2	2.638	150	56.85	62.9	discard	PERF-631: Inline CdpTimeDriver setTime allocation
3	2.513	150	59.68	62.8	discard	PERF-631: Inline CdpTimeDriver setTime allocation
