run	render_time_s	frames	fps_effective	peak_mem_mb	status	description
1	2.854	150	52.56	63.7	discard	eager promise chain capture
2	2.953	150	50.80	63.5	discard	eager promise chain capture
3	2.617	150	57.32	63.6	discard	eager promise chain capture
