run	render_time_s	frames	fps_effective	peak_mem_mb	status	description
1	3.494	150	42.93	63.1	keep	baseline
2	2.468	150	60.78	63.9	keep	baseline
3	2.746	150	54.63	63.2	keep	baseline
4	2.695	150	55.66	63.1	keep	writerWaiterResolve optimization
5	2.514	150	59.66	63.0	keep	writerWaiterResolve optimization
6	2.499	150	60.03	62.9	keep	writerWaiterResolve optimization
