run	render_time_s	frames	fps_effective	peak_mem_mb	status	description
1	1.814	1	0.00	0.0	keep	baseline
2	1.939	1	0.00	0.0	keep	baseline
3	1.878	1	0.00	0.0	keep	baseline
4	2.789	1	0.00	0.0	discard	inline ackParams
5	1.952	1	0.00	0.0	discard	inline ackParams
6	2.067	1	0.00	0.0	discard	inline ackParams
