run	render_time_s	frames	fps_effective	peak_mem_mb	status	description
1	35.309	150	4.25	38.9	discard	Promise.all batching in capture loop
2	35.458	150	4.23	36.1	discard	Promise.all batching in capture loop
3	34.846	150	4.30	36.0	discard	Promise.all batching in capture loop
