run\trender_time_s\tframes\tfps_effective\tpeak_mem_mb\tstatus\tdescription
1\t57.894\t600\t10.36\t41.1\tkeep\tremove fallback cache
2\t47.232\t600\t12.70\t41.7\tkeep\tremove fallback cache
3\t47.437\t600\t12.65\t42.9\tkeep\tremove fallback cache
