run	render_time_s	frames	fps_effective	peak_mem_mb	status	description
1	43.939	90	2.05	37.8	keep	baseline
2	32.105	90	2.80	37.1	keep	combine catch and then
run	render_time_s	frames	fps_effective	peak_mem_mb	status	description
1	32.076	90	2.81	36.8	inconclusive	optimize-pipeline-promise-chain
2	32.094	90	2.80	36.8	inconclusive	optimize-pipeline-promise-chain
3	32.122	90	2.80	36.8	inconclusive	optimize-pipeline-promise-chain
4	32.083	90	2.81	36.6	inconclusive	optimize-pipeline-promise-chain
5	0.000	0	0.00	0.0	discard	discarding as inconclusive/no-improvement
