run	render_time_s	frames	fps_effective	peak_mem_mb	status	description
1	2.590	150	57.91	64.0	discard	peel first iteration
2	2.543	150	58.99	63.7	discard	peel first iteration
3	2.409	150	62.26	63.6	discard	peel first iteration
