run	render_time_s	frames	fps_effective	peak_mem_mb	status	description
1	0.000	0	0.00	0.0	crash	pipeline integration failure (TimeDriver resolve)
2	0.000	0	0.00	0.0	crash	pipeline integration failure (TimeDriver resolve)
3	0.000	0	0.00	0.0	crash	pipeline integration failure (TimeDriver resolve)
