1	1.156	5000	0.00	0.0	discard	PERF-917 test direct base64 stream write (baseline: 0.860s)
1	0.994	5000	0.00	0.0	discard	PERF-917 direct base64 stream write (baseline: 0.868s)
2	2.895	5000	0.00	0.0	discard	PERF-917 direct base64 stream write 150KB (baseline: 1.665s)
