run	render_time_s	frames	fps_effective	peak_mem_mb	status	description
1	1.831	150	81.92	100.0	keep	chunkEnd Math.min
2	1.831	150	81.92	100.0	keep	chunkEnd Math.min
3	1.831	150	81.92	100.0	keep	chunkEnd Math.min
