run	render_time_s	frames	fps_effective	peak_mem_mb	status	description
1	3.018	150	49.69	70.2	keep	merged runWorker promise chain
2	1.403	150	106.89	70.1	keep	merged runWorker promise chain
3	1.466	150	102.35	70.1	keep	merged runWorker promise chain
